id,module_id,name,difficulty,core,summary,prerequisites,objectives,boundaries,provenance
RAG-SUB-golden_dataset_design,RAG-M06,黄金评测集设计,3,True,构建覆盖知识、查询类型、难度、画像和失败边界的标注数据。,"[""RAG-SUB-end_to_end_evaluation""]","[""构建覆盖知识、查询类型、难度、画像和失败边界的标注数据。"", ""能在工程场景中识别并应用“黄金评测集设计”的关键约束。"", ""能够使用可复现指标评估“黄金评测集设计”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""golden_dataset_design"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-online_monitoring_feedback,RAG-M06,在线监控与反馈,4,False,将线上检索、生成和用户反馈转化为可定位的质量信号。,"[""RAG-SUB-golden_dataset_design""]","[""将线上检索、生成和用户反馈转化为可定位的质量信号。"", ""能在工程场景中识别并应用“在线监控与反馈”的关键约束。"", ""能够使用可复现指标评估“在线监控与反馈”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""online_monitoring_feedback"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-agentic_rag,RAG-M07,Agentic RAG,4,False,让智能体根据任务动态规划检索、工具调用和停止条件。,"[""RAG-SUB-online_monitoring_feedback""]","[""让智能体根据任务动态规划检索、工具调用和停止条件。"", ""能在工程场景中识别并应用“Agentic RAG”的关键约束。"", ""能够使用可复现指标评估“Agentic RAG”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""agentic_rag"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-self_rag,RAG-M07,Self-RAG自反思检索生成,5,False,理解模型在生成过程中学习何时检索并评价自身输出的思路。,"[""RAG-SUB-agentic_rag""]","[""理解模型在生成过程中学习何时检索并评价自身输出的思路。"", ""能在工程场景中识别并应用“Self-RAG自反思检索生成”的关键约束。"", ""能够使用可复现指标评估“Self-RAG自反思检索生成”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""self_rag"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-corrective_rag,RAG-M07,Corrective RAG,4,False,在检索质量不足时触发纠错、补充检索或降级。,"[""RAG-SUB-self_rag""]","[""在检索质量不足时触发纠错、补充检索或降级。"", ""能在工程场景中识别并应用“Corrective RAG”的关键约束。"", ""能够使用可复现指标评估“Corrective RAG”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""corrective_rag"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-graph_rag,RAG-M07,Graph RAG,5,False,利用实体关系、社区摘要或图遍历支持跨文档关联问题。,"[""RAG-SUB-corrective_rag""]","[""利用实体关系、社区摘要或图遍历支持跨文档关联问题。"", ""能在工程场景中识别并应用“Graph RAG”的关键约束。"", ""能够使用可复现指标评估“Graph RAG”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""graph_rag"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-tool_routing_multi_source,RAG-M07,多源路由与工具选择,4,False,在向量库、关键词索引、数据库、API和知识图谱之间选择合适数据源。,"[""RAG-SUB-graph_rag""]","[""在向量库、关键词索引、数据库、API和知识图谱之间选择合适数据源。"", ""能在工程场景中识别并应用“多源路由与工具选择”的关键约束。"", ""能够使用可复现指标评估“多源路由与工具选择”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""tool_routing_multi_source"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-observability_tracing,RAG-M06,可观测性与链路追踪,3,True,追踪一次RAG请求经过的检索、重排、生成、审核和仲裁步骤。,"[""RAG-SUB-tool_routing_multi_source""]","[""追踪一次RAG请求经过的检索、重排、生成、审核和仲裁步骤。"", ""能在工程场景中识别并应用“可观测性与链路追踪”的关键约束。"", ""能够使用可复现指标评估“可观测性与链路追踪”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""observability_tracing"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-latency_cost_optimization,RAG-M08,延迟与成本优化,4,False,在质量约束下优化检索、重排、上下文和模型调用成本。,"[""RAG-SUB-observability_tracing""]","[""在质量约束下优化检索、重排、上下文和模型调用成本。"", ""能在工程场景中识别并应用“延迟与成本优化”的关键约束。"", ""能够使用可复现指标评估“延迟与成本优化”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""latency_cost_optimization"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-caching_idempotency,RAG-M08,缓存与幂等,3,False,安全复用稳定结果并防止重试造成重复任务。,"[""RAG-SUB-latency_cost_optimization""]","[""安全复用稳定结果并防止重试造成重复任务。"", ""能在工程场景中识别并应用“缓存与幂等”的关键约束。"", ""能够使用可复现指标评估“缓存与幂等”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""caching_idempotency"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-deployment_fallback,RAG-M08,部署与降级,4,True,保证模型、向量库或外部服务异常时系统可预测地降级。,"[""RAG-SUB-caching_idempotency""]","[""保证模型、向量库或外部服务异常时系统可预测地降级。"", ""能在工程场景中识别并应用“部署与降级”的关键约束。"", ""能够使用可复现指标评估“部署与降级”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""deployment_fallback"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
RAG-SUB-continuous_updates_regression,RAG-M06,持续更新与回归,4,True,在知识、模型和提示词变化后保持质量可控。,"[""RAG-SUB-deployment_fallback""]","[""在知识、模型和提示词变化后保持质量可控。"", ""能在工程场景中识别并应用“持续更新与回归”的关键约束。"", ""能够使用可复现指标评估“持续更新与回归”的收益、成本、风险与适用边界。""]","[""内容来自第二份专业 AI 知识包，已纳入默认检索。"", ""当前信任级别为 trusted_ai_generated，仍需团队后续抽样和逐项复核。"", ""关键专业结论必须绑定 evidence_id，并在证据不足时拒答或转人工复核。""]","{""origin_package"": ""RAG工程实训知识库_v1.0"", ""origin_node_id"": ""continuous_updates_regression"", ""trust_tier"": ""trusted_ai_generated"", ""review_status"": ""pending_team_review"", ""enabled_for_runtime"": true}"
