question_id,knowledge_node_id,question_type,difficulty_level,stem,correct_answer,score_points,evidence_ids,provenance
77a589e1-8911-5f5f-a639-3bdff83228c9,RAG-SUB-bm25_sparse_retrieval,single_choice,1,关于“BM25与稀疏检索”，以下哪项描述最准确？,B,10,"[""4f5df64c-3c90-5305-bde9-10f52c86d299""]","{""origin_question_id"": ""q_bm25_sparse_retrieval_foundation"", ""review_status"": ""pending_team_review""}"
ead8c724-dc44-5757-9595-6081d4bf2abf,RAG-SUB-bm25_sparse_retrieval,short_answer,2,请说明在真实RAG项目中如何落实“BM25与稀疏检索”，至少给出三个实施要点。,建立合适分词、停用词和字段权重；标题、代码和正文可使用不同权重；记录BM25分数但不要把它直接与向量分数相加，除非经过归一化或融合。,10,"[""7d2f4659-e097-5407-8ee7-13f4bbd037e0""]","{""origin_question_id"": ""q_bm25_sparse_retrieval_standard"", ""review_status"": ""pending_team_review""}"
2ddd8086-cdc7-58d6-8061-7b71204bfd6b,RAG-SUB-bm25_sparse_retrieval,short_answer,3,某团队在“BM25与稀疏检索”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：中文分词错误会破坏召回；过度停用会删除有意义短词；仅靠BM25难以处理同义表达和语义改写。 适用边界：即使最终采用混合检索，也应保留BM25基线，用于判断复杂模型是否真正带来收益。,10,"[""1bd0a3a2-1fd4-5915-991f-ff16b7d58458"", ""e97871ac-4269-5490-8d11-ce83f9e33649""]","{""origin_question_id"": ""q_bm25_sparse_retrieval_advanced"", ""review_status"": ""pending_team_review""}"
c94c2028-a743-55d6-9a39-a14b36dd236c,RAG-SUB-dense_retrieval,single_choice,1,关于“稠密语义检索”，以下哪项描述最准确？,C,10,"[""11208469-b4a2-50c5-8490-f115ad815da1""]","{""origin_question_id"": ""q_dense_retrieval_foundation"", ""review_status"": ""pending_team_review""}"
1f12094c-b2e4-5ab9-aed6-cc7e13f17908,RAG-SUB-dense_retrieval,short_answer,2,请说明在真实RAG项目中如何落实“稠密语义检索”，至少给出三个实施要点。,离线批量生成文档向量，在线编码查询并执行top_k搜索；保存模型版本和索引版本；对正例、难负例和无答案查询分别评测。,10,"[""cbc34a4e-b21a-551f-978b-fe222556a88d""]","{""origin_question_id"": ""q_dense_retrieval_standard"", ""review_status"": ""pending_team_review""}"
fca95e14-b4a6-5ba1-9390-951224be027d,RAG-SUB-dense_retrieval,short_answer,3,某团队在“稠密语义检索”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：语义相似不等于事实可回答；短编号和拼写变体可能被忽略；域外查询可能召回主题相关但答案错误的片段。 适用边界：稠密检索适合自然语言查询，但不应默认替代稀疏检索；实际系统通常需要混合和重排。,10,"[""f876e22b-6a34-5c7a-b548-4aec090e952c"", ""c42c1b54-c474-53e6-b732-9d09c613c032""]","{""origin_question_id"": ""q_dense_retrieval_advanced"", ""review_status"": ""pending_team_review""}"
a58d8e0d-b6bf-51cd-ae6a-17ea5b9d7588,RAG-SUB-hybrid_retrieval,single_choice,2,关于“混合检索”，以下哪项描述最准确？,D,10,"[""2f42aa46-8a49-5b27-a6a3-8c94ccd224d4""]","{""origin_question_id"": ""q_hybrid_retrieval_foundation"", ""review_status"": ""pending_team_review""}"
c8f79d12-fe2f-574d-bed6-857feef6993f,RAG-SUB-hybrid_retrieval,short_answer,3,请说明在真实RAG项目中如何落实“混合检索”，至少给出三个实施要点。,分别运行BM25与向量检索，保留各自top_k和通道信息；先用RRF建立稳定基线，再通过标注查询调整权重；融合后仍需去重和重排。,10,"[""3662d914-79e9-5eb5-8a6f-5a0dba032943""]","{""origin_question_id"": ""q_hybrid_retrieval_standard"", ""review_status"": ""pending_team_review""}"
c61eed3a-01f2-5700-8fce-43aa72ab9ee1,RAG-SUB-hybrid_retrieval,short_answer,4,某团队在“混合检索”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：直接相加不同尺度分数会产生偏置；固定权重可能只适合某类查询；两个通道都返回同一错误来源时，融合不会自动纠正。 适用边界：混合检索适合企业文档、代码和术语混合场景。语料很小或查询单一时，复杂融合可能没有明显收益。,10,"[""d7c8127e-48af-5ad2-a366-eb292b7538de"", ""95ae7cfe-35f8-5643-b725-fe82975525cd""]","{""origin_question_id"": ""q_hybrid_retrieval_advanced"", ""review_status"": ""pending_team_review""}"
d15ba298-b912-5ea6-b0ce-7873c6d1c375,RAG-SUB-metadata_filtering,single_choice,1,关于“元数据过滤”，以下哪项描述最准确？,A,10,"[""41e50c8a-74f6-5e0d-86e1-c125e49e0c56""]","{""origin_question_id"": ""q_metadata_filtering_foundation"", ""review_status"": ""pending_team_review""}"
6de83bc1-0884-517f-9a12-07f7699fe98c,RAG-SUB-metadata_filtering,short_answer,2,请说明在真实RAG项目中如何落实“元数据过滤”，至少给出三个实施要点。,服务端生成过滤表达式并做白名单校验；向量与关键词通道使用一致过滤；统计过滤前后候选数量，避免过严条件导致空结果。,10,"[""e91645d8-90b2-59c8-a7d2-a976e7f2332a""]","{""origin_question_id"": ""q_metadata_filtering_standard"", ""review_status"": ""pending_team_review""}"
191dd85a-a35c-5b40-9132-7100a7dc2745,RAG-SUB-metadata_filtering,short_answer,3,某团队在“元数据过滤”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：把用户自由文本直接拼接到过滤语句会引入注入风险；索引不支持高效过滤时会造成性能下降；标签缺失会让正确内容被排除。 适用边界：软偏好可作为重排特征，权限和版本必须作为硬过滤。空结果时应回退或提示，而不是取消权限条件。,10,"[""70a68260-3d53-5a86-81a6-b127c6f0bc97"", ""72357e32-bce1-5443-aba1-d729a2905116""]","{""origin_question_id"": ""q_metadata_filtering_advanced"", ""review_status"": ""pending_team_review""}"
b0099d8a-e693-5ce6-864b-d7f8a9793522,RAG-SUB-multi_query_expansion,single_choice,2,关于“多查询与查询扩展”，以下哪项描述最准确？,B,10,"[""ff424ac9-b28a-5866-bee5-a9076996b9e6""]","{""origin_question_id"": ""q_multi_query_expansion_foundation"", ""review_status"": ""pending_team_review""}"
a6a6b527-67e1-5a6c-b341-184e2a53b450,RAG-SUB-multi_query_expansion,short_answer,3,请说明在真实RAG项目中如何落实“多查询与查询扩展”，至少给出三个实施要点。,限制查询数量并记录原查询与派生查询；对每个查询独立检索，使用RRF或去重融合；对派生查询进行安全和范围校验。,10,"[""efff2d2d-6d6e-53d1-b90a-09bb2c094fac""]","{""origin_question_id"": ""q_multi_query_expansion_standard"", ""review_status"": ""pending_team_review""}"
175a82a6-6b6d-5a38-8358-4270913c8de1,RAG-SUB-multi_query_expansion,short_answer,4,某团队在“多查询与查询扩展”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：过多查询会放大延迟与噪声；模型可能错误扩展概念；如果把生成的假设答案当作事实，会引入幻觉。 适用边界：只在长问题、歧义问题或基线召回不足时启用。精确编号查询通常不需要扩展。,10,"[""0a9529ca-d086-5348-b75c-60990ec69fb6"", ""0c821695-4b31-58cf-b547-dee77b9ea79d""]","{""origin_question_id"": ""q_multi_query_expansion_advanced"", ""review_status"": ""pending_team_review""}"
1b771bfd-f267-548e-b387-8774be21847c,RAG-SUB-query_rewriting,single_choice,1,关于“查询改写”，以下哪项描述最准确？,C,10,"[""01c2c0a0-25c5-5257-ab4d-0e7f9c2755fc""]","{""origin_question_id"": ""q_query_rewriting_foundation"", ""review_status"": ""pending_team_review""}"
e1a5ad26-af39-5871-a97b-49f7af047f19,RAG-SUB-query_rewriting,short_answer,2,请说明在真实RAG项目中如何落实“查询改写”，至少给出三个实施要点。,输入原问题、必要会话摘要和允许的领域词典，输出standalone_query、keywords和filters；保存原查询用于审计，并在评测中比较改写前后召回。,10,"[""f1dc1dcb-21f3-5ab4-af52-68fc65dc9ac8""]","{""origin_question_id"": ""q_query_rewriting_standard"", ""review_status"": ""pending_team_review""}"
7864ebbd-b4ee-524d-846b-733642984426,RAG-SUB-query_rewriting,short_answer,3,某团队在“查询改写”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：过度改写会改变问题；将模型猜测的产品或版本写入查询会误导检索；携带过多历史对话会引入无关信息。 适用边界：精确错误码、文件名和短关键词通常直接检索更好；改写模型置信度低时应保留原查询并并行检索。,10,"[""0c2556ea-a6a8-5dfd-bf97-0fb37b08859a"", ""94899ccb-67b2-577b-898c-1bdc3c2e45e9""]","{""origin_question_id"": ""q_query_rewriting_advanced"", ""review_status"": ""pending_team_review""}"
edf63531-4019-5be7-b899-879f8444a90a,RAG-SUB-hyde_retrieval,single_choice,3,关于“HyDE假设文档检索”，以下哪项描述最准确？,D,10,"[""ef80789d-3da8-5ca4-9a76-6144c09a5b22""]","{""origin_question_id"": ""q_hyde_retrieval_foundation"", ""review_status"": ""pending_team_review""}"
411b83af-890a-5857-ab10-a34e988f92ea,RAG-SUB-hyde_retrieval,short_answer,4,请说明在真实RAG项目中如何落实“HyDE假设文档检索”，至少给出三个实施要点。,保存hypothetical_document并仅用于向量检索；与原查询检索并行，合并后由真实证据和重排决定候选；必须禁止直接引用假设文本。,10,"[""0a89033f-a9ca-5295-9568-963b80348de3""]","{""origin_question_id"": ""q_hyde_retrieval_standard"", ""review_status"": ""pending_team_review""}"
3dbea21a-5daa-5b38-af14-24e515093b5e,RAG-SUB-hyde_retrieval,short_answer,5,某团队在“HyDE假设文档检索”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：假设文档可能带偏检索，尤其在领域术语不熟或问题含错误前提时；生成成本和延迟也更高。 适用边界：适合零样本语义检索困难且有强生成模型的场景。已有高质量领域嵌入或精确查询时不一定需要。,10,"[""79acd5d0-18fc-5bd8-8453-5529afc30f6a"", ""621a93d8-d0e1-57fe-8042-f40f43f68f6a""]","{""origin_question_id"": ""q_hyde_retrieval_advanced"", ""review_status"": ""pending_team_review""}"
ebbe2ae2-9c69-5b36-a46a-68936cac67e7,RAG-SUB-cross_encoder_reranking,single_choice,2,关于“交叉编码器重排序”，以下哪项描述最准确？,A,10,"[""1dfc8e3d-18a8-53ac-9022-7d1e417d0781""]","{""origin_question_id"": ""q_cross_encoder_reranking_foundation"", ""review_status"": ""pending_team_review""}"
af0acc59-d767-59ca-8581-c5650bfd7f09,RAG-SUB-cross_encoder_reranking,short_answer,3,请说明在真实RAG项目中如何落实“交叉编码器重排序”，至少给出三个实施要点。,先召回20至100个候选，再批量重排到最终top_n；在目标语种和领域上评测；记录reranker_model_version与重排分数。,10,"[""ee5fecde-7346-5991-9fd9-9046795965a7""]","{""origin_question_id"": ""q_cross_encoder_reranking_standard"", ""review_status"": ""pending_team_review""}"
c7d97880-20e8-5e2c-950d-c7bd2833086e,RAG-SUB-cross_encoder_reranking,short_answer,4,某团队在“交叉编码器重排序”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：候选阶段没有召回正确证据，重排无法补救；候选太多会增加延迟；分数阈值需要校准，不能当成事实可信度。 适用边界：高价值问答和证据要求严格的场景优先使用；极低延迟或大批量查询可只在困难查询上启用。,10,"[""8e7ff60a-1868-5e5d-9f71-d501eb80d55f"", ""219f7f40-9a10-5dc2-b7b2-b974f1a5a807""]","{""origin_question_id"": ""q_cross_encoder_reranking_advanced"", ""review_status"": ""pending_team_review""}"
b010b9e5-43c6-5df4-aa72-96d5e494f63c,RAG-SUB-colbert_late_interaction,single_choice,3,关于“ColBERT晚交互检索”，以下哪项描述最准确？,B,10,"[""9cf7d110-ca05-52b6-8f9c-14d194b5c408""]","{""origin_question_id"": ""q_colbert_late_interaction_foundation"", ""review_status"": ""pending_team_review""}"
5a297b86-e255-5786-9116-ab11430f190c,RAG-SUB-colbert_late_interaction,short_answer,4,请说明在真实RAG项目中如何落实“ColBERT晚交互检索”，至少给出三个实施要点。,评估索引体积、查询延迟和召回收益；对长文档需要合理切分；与BM25和单向量基线在同一数据集比较。,10,"[""f06565e1-0635-5e2f-948a-ca7b094ca46e""]","{""origin_question_id"": ""q_colbert_late_interaction_standard"", ""review_status"": ""pending_team_review""}"
bb355fec-0e1e-5674-b61b-9c06b9311360,RAG-SUB-colbert_late_interaction,short_answer,5,某团队在“ColBERT晚交互检索”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：Token级索引存储较大，部署复杂度高；如果训练语料与业务领域差异大，细粒度能力也不保证有效。 适用边界：适合需要高召回且可接受更高索引成本的检索系统；小规模比赛原型不是必选项。,10,"[""f84ebaa8-5957-5ebe-a6d1-e2297ddd9c84"", ""29cfadaf-374a-5495-9bbb-3d7d259da2e5""]","{""origin_question_id"": ""q_colbert_late_interaction_advanced"", ""review_status"": ""pending_team_review""}"
01f4e16b-c70b-5051-bc05-cc2e067f97bc,RAG-SUB-diversity_mmr,single_choice,2,关于“MMR多样性选择”，以下哪项描述最准确？,C,10,"[""62affb3a-f1a1-5a9e-8618-0689ae25c096""]","{""origin_question_id"": ""q_diversity_mmr_foundation"", ""review_status"": ""pending_team_review""}"
43a6d01c-b1a9-5f65-9b52-82ead9fa438a,RAG-SUB-diversity_mmr,short_answer,3,请说明在真实RAG项目中如何落实“MMR多样性选择”，至少给出三个实施要点。,在重排后的候选上应用MMR，调节相关性与多样性权重；先进行权限过滤与来源去重；记录被多样性规则排除的候选。,10,"[""f741a4ac-f576-5d2f-9b12-16795041563e""]","{""origin_question_id"": ""q_diversity_mmr_standard"", ""review_status"": ""pending_team_review""}"
ef237d1b-9d09-54c0-8b54-9ff47ca9149f,RAG-SUB-diversity_mmr,short_answer,4,某团队在“MMR多样性选择”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：多样性权重过高会牺牲最相关证据；对需要多个相邻条款的问题，过度去重可能丢失完整上下文。 适用边界：适合多来源知识和概览型问题。对单一明确事实，应以相关性和权威性为主。,10,"[""d41de4ee-abc5-54e4-9e6a-fbe79a2c5e39"", ""97d9fa53-a53a-5aec-9c46-bb9d340778d0""]","{""origin_question_id"": ""q_diversity_mmr_advanced"", ""review_status"": ""pending_team_review""}"
f17aa356-6dd0-5a27-81df-b178530a6ee9,RAG-SUB-rank_fusion_rrf,single_choice,2,关于“RRF名次融合”，以下哪项描述最准确？,D,10,"[""828582a0-a278-50b6-a839-7995909f0e9d""]","{""origin_question_id"": ""q_rank_fusion_rrf_foundation"", ""review_status"": ""pending_team_review""}"
0b4119bb-426f-5343-b1f8-769524926176,RAG-SUB-rank_fusion_rrf,short_answer,3,请说明在真实RAG项目中如何落实“RRF名次融合”，至少给出三个实施要点。,为每个通道保留足够候选，使用固定rank_constant计算融合，按chunk_id去重；在不同查询类型上比较融合前后Recall与MRR。,10,"[""cdcbf128-38e9-561f-87dc-53729d83e34c""]","{""origin_question_id"": ""q_rank_fusion_rrf_standard"", ""review_status"": ""pending_team_review""}"
773b7f2d-8be4-5ddf-8a8a-8807fc3a40f5,RAG-SUB-rank_fusion_rrf,short_answer,4,某团队在“RRF名次融合”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：RRF不利用原始置信度，弱通道也可能贡献排名；候选深度过小会错过互补结果；同一来源重复片段会虚增优势。 适用边界：适合先建立可靠混合基线。若有大量标注数据，可进一步学习融合权重，但必须保留可解释对照。,10,"[""4a159657-f71e-59ec-b621-be7f110fc35f"", ""d1457d2f-0ac4-5e66-b20d-d552f39cb804""]","{""origin_question_id"": ""q_rank_fusion_rrf_advanced"", ""review_status"": ""pending_team_review""}"
c7729a18-f1a8-55b4-b40d-eb27d57ff147,RAG-SUB-context_selection_budget,single_choice,2,关于“上下文选择与Token预算”，以下哪项描述最准确？,A,10,"[""81e2d927-b67b-5f17-bf12-61acad55a854""]","{""origin_question_id"": ""q_context_selection_budget_foundation"", ""review_status"": ""pending_team_review""}"
b6f0e231-3501-55a5-9c50-ea2019338ba8,RAG-SUB-context_selection_budget,short_answer,3,请说明在真实RAG项目中如何落实“上下文选择与Token预算”，至少给出三个实施要点。,先过滤低权威和重复候选，再按预算选取；为每段添加稳定引用编号和简短标题；保留问题、任务规则和证据之间清晰分隔。,10,"[""4c953d28-62f4-5d25-b824-80755df795f0""]","{""origin_question_id"": ""q_context_selection_budget_standard"", ""review_status"": ""pending_team_review""}"
f265fd46-9df4-5a29-869c-803e809a675a,RAG-SUB-context_selection_budget,short_answer,4,某团队在“上下文选择与Token预算”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：片段越多不一定越好，噪声会干扰模型；只按相似度选取可能缺少关键约束；截断时如果从末尾直接裁剪会破坏完整证据。 适用边界：高风险任务应减少证据数量并提高质量；综合报告可以使用分步摘要或多轮检索，而不是一次塞入全部资料。,10,"[""77cabe3b-40e3-5948-a7ba-70a6b45e3740"", ""2bdb2933-7ec4-5293-b6bf-bad80a506b57""]","{""origin_question_id"": ""q_context_selection_budget_advanced"", ""review_status"": ""pending_team_review""}"
84c46cb7-dd0d-59f8-892e-0150787c047c,RAG-SUB-lost_in_the_middle,single_choice,2,关于“长上下文位置效应”，以下哪项描述最准确？,B,10,"[""95555140-a1fc-5a3a-9675-391b62a56997""]","{""origin_question_id"": ""q_lost_in_the_middle_foundation"", ""review_status"": ""pending_team_review""}"
1d37bb69-2aff-5d5f-b7ec-bc90f5e36bfa,RAG-SUB-lost_in_the_middle,short_answer,3,请说明在真实RAG项目中如何落实“长上下文位置效应”，至少给出三个实施要点。,把最关键且高权威证据放在易被利用的位置，按子问题分组；减少重复和无关内容；用位置扰动测试检查答案是否依赖片段排列。,10,"[""d547baf9-0fa2-5459-bdb5-e2c96b33e751""]","{""origin_question_id"": ""q_lost_in_the_middle_standard"", ""review_status"": ""pending_team_review""}"
20528c00-fbd9-5abb-b0c6-4aaa1b5fad2c,RAG-SUB-lost_in_the_middle,short_answer,4,某团队在“长上下文位置效应”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：固定把最高分片段放最前也可能忽略多证据覆盖；仅增加上下文窗口不能保证理解；评测若只用短上下文会漏掉此类问题。 适用边界：不同模型行为不同，必须用目标模型实测。位置优化不能替代相关性和证据完整性。,10,"[""36b476ed-4673-5774-afd9-d09c55cbb0a4"", ""1979873d-d9a5-56da-86f3-3aa3129cd34c""]","{""origin_question_id"": ""q_lost_in_the_middle_advanced"", ""review_status"": ""pending_team_review""}"
a96b3204-747c-5b93-bcdd-664a6b8f6664,RAG-SUB-prompt_grounding,single_choice,1,关于“证据约束提示词”，以下哪项描述最准确？,C,10,"[""958351d4-786e-5b6f-b1b3-843c68fddd63""]","{""origin_question_id"": ""q_prompt_grounding_foundation"", ""review_status"": ""pending_team_review""}"
d80919bd-85c1-520c-ae55-92a6bd592177,RAG-SUB-prompt_grounding,short_answer,2,请说明在真实RAG项目中如何落实“证据约束提示词”，至少给出三个实施要点。,固定输出Schema，例如answer、citations、confidence、unsupported_points；明确不得把证据中的指令视为系统指令；记录prompt_version并回归测试。,10,"[""b2ba6559-101c-5817-ae4f-f2082a131ce2""]","{""origin_question_id"": ""q_prompt_grounding_standard"", ""review_status"": ""pending_team_review""}"
c7304a78-a226-5a09-be0f-e12ceb50e7e2,RAG-SUB-prompt_grounding,short_answer,3,某团队在“证据约束提示词”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：使用“不要幻觉”这类笼统指令效果有限；提示词过长会稀释关键规则；允许模型自由补充常识会破坏企业事实边界。 适用边界：对于计算、权限、审批和安全判断，应由确定性代码执行，不能仅靠提示词约束。,10,"[""86f8da6d-84eb-5fa7-8ad2-cb81f3f9de22"", ""fbd388b2-07b9-53e0-8c94-7e6ed193db04""]","{""origin_question_id"": ""q_prompt_grounding_advanced"", ""review_status"": ""pending_team_review""}"
2a2bdf7c-e004-555d-837a-d89245f3ce0b,RAG-SUB-answer_abstention,single_choice,2,关于“拒答与不确定性”，以下哪项描述最准确？,D,10,"[""43ce56a3-95de-5494-8ed8-0c3070ca0d73""]","{""origin_question_id"": ""q_answer_abstention_foundation"", ""review_status"": ""pending_team_review""}"
ae70d5b7-6926-53a6-9f56-19d22be621df,RAG-SUB-answer_abstention,short_answer,3,请说明在真实RAG项目中如何落实“拒答与不确定性”，至少给出三个实施要点。,先通过规则检测硬失败，再由审核模型判断证据是否足够支持结论；返回标准原因码、可补充信息和下一步，而不是简单说“不知道”。,10,"[""b5a43ac1-3331-5b20-9751-d9f684b83875""]","{""origin_question_id"": ""q_answer_abstention_standard"", ""review_status"": ""pending_team_review""}"
c89e4e49-8b03-5532-9708-dbd9e3b60245,RAG-SUB-answer_abstention,short_answer,4,某团队在“拒答与不确定性”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：阈值过高会造成大量拒答，过低则增加幻觉；只根据向量分数拒答不稳；把权限不足描述为“没有信息”会误导用户。 适用边界：拒答策略应按风险分级。低风险教学解释可给出有限推断，高风险企业制度必须有明确证据。,10,"[""02c36bda-b814-5ad0-8bde-e3b01abc54bb"", ""f67c43ff-c20a-5609-9392-a94b96b46bde""]","{""origin_question_id"": ""q_answer_abstention_advanced"", ""review_status"": ""pending_team_review""}"
06e04c38-8b1a-5061-abd2-0b57ecc773e0,RAG-SUB-citation_generation_verification,single_choice,2,关于“引用生成与验证”，以下哪项描述最准确？,A,10,"[""c9265043-5804-53d2-a0ab-ef2cfa72e582""]","{""origin_question_id"": ""q_citation_generation_verification_foundation"", ""review_status"": ""pending_team_review""}"
c62f73bc-92a2-5872-9b73-14da702045a8,RAG-SUB-citation_generation_verification,short_answer,3,请说明在真实RAG项目中如何落实“引用生成与验证”，至少给出三个实施要点。,生成器只能选择白名单证据编号；后处理验证引用存在；审核器逐条检查结论与证据的一致性；前端展示来源标题和定位。,10,"[""8a8ceb98-6cfb-50e7-9554-5051d571c7ca""]","{""origin_question_id"": ""q_citation_generation_verification_standard"", ""review_status"": ""pending_team_review""}"
aec3dd82-81de-5677-95bf-a337642ee63a,RAG-SUB-citation_generation_verification,short_answer,4,某团队在“引用生成与验证”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：模型可能编造不存在的编号，或把同主题片段当作支持；引用覆盖率高不等于引用正确率高；大段答案末尾统一引用难以对应具体结论。 适用边界：对综合推理可使用多个证据，但应说明推理步骤；不能公开的内部来源只展示受控标识与摘要。,10,"[""b50d60b1-0276-57d8-9506-c5a791c1cc63"", ""e41ef096-e67b-5cb5-bf1e-18765942b6eb""]","{""origin_question_id"": ""q_citation_generation_verification_advanced"", ""review_status"": ""pending_team_review""}"
42b50c97-c117-53a0-bbc3-e3c2d5d095d6,RAG-SUB-hallucination_types,single_choice,1,关于“幻觉类型与根因”，以下哪项描述最准确？,B,10,"[""4004aa3a-6d55-58f6-b1f5-0ff142cb4a4c""]","{""origin_question_id"": ""q_hallucination_types_foundation"", ""review_status"": ""pending_team_review""}"
4c39c6c2-3d51-58c1-bef9-dd1707bfd3f7,RAG-SUB-hallucination_types,short_answer,2,请说明在真实RAG项目中如何落实“幻觉类型与根因”，至少给出三个实施要点。,错误标注至少包含unsupported_claim、contradicted_claim、wrong_citation、overgeneralization和out_of_scope。对每类建立测试集和修复策略。,10,"[""d98c91d8-22c1-551c-9735-8c0cc26b112c""]","{""origin_question_id"": ""q_hallucination_types_standard"", ""review_status"": ""pending_team_review""}"
d33aeb06-29b0-5e96-a66d-652635588ec2,RAG-SUB-hallucination_types,short_answer,3,某团队在“幻觉类型与根因”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：把所有错误都归因于大模型会忽略知识库和检索问题；只做事实核查可能漏掉权限和时效错误；用另一个模型审核也可能共享同一偏差。 适用边界：无法自动判断的高风险内容要进入人工审核。系统目标是测量并降低错误，而不是承诺绝对零幻觉。,10,"[""9c349666-7428-526d-93d2-978ed06f2ed9"", ""dbbd4dd3-14b7-58da-ba3c-6e16841cd5e9""]","{""origin_question_id"": ""q_hallucination_types_advanced"", ""review_status"": ""pending_team_review""}"
bbba98b3-6a81-51df-8f09-bf88231db71c,RAG-SUB-evidence_entailment,single_choice,3,关于“证据支持关系检查”，以下哪项描述最准确？,C,10,"[""55011292-1aa4-5803-a526-d964e4a1f2f6""]","{""origin_question_id"": ""q_evidence_entailment_foundation"", ""review_status"": ""pending_team_review""}"
ee6e1469-5652-5193-99da-4c25eaca0f59,RAG-SUB-evidence_entailment,short_answer,4,请说明在真实RAG项目中如何落实“证据支持关系检查”，至少给出三个实施要点。,将答案拆成原子结论，逐条关联引用；使用规则和评审模型检查数字、否定、范围和条件；对冲突来源按权威与版本裁决。,10,"[""52ef18bc-42bb-51c5-94a2-d0b23199fb51""]","{""origin_question_id"": ""q_evidence_entailment_standard"", ""review_status"": ""pending_team_review""}"
af595eb0-eb33-5bc3-9273-ff07e9bebb0d,RAG-SUB-evidence_entailment,short_answer,5,某团队在“证据支持关系检查”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：长答案不拆分会让一个正确引用掩盖其他无依据结论；模型评审对细微数值和逻辑条件可能不稳定；没有人工样本就无法校准。 适用边界：低风险内容可以自动通过，高风险结论需双重验证或人工确认。证据检查不等同于来源本身真实，来源治理仍是前提。,10,"[""7552ede9-34c4-58c2-abad-4765f60d9c56"", ""9ac8bbd4-228c-5263-83ae-c2ad109c81b7""]","{""origin_question_id"": ""q_evidence_entailment_advanced"", ""review_status"": ""pending_team_review""}"
54eb062e-cd52-51ce-9d9b-2cedf412ef28,RAG-SUB-review_correction_loop,single_choice,2,关于“审核与纠偏闭环”，以下哪项描述最准确？,D,10,"[""c8673259-de63-5c62-9afb-e6f09e0a347a""]","{""origin_question_id"": ""q_review_correction_loop_foundation"", ""review_status"": ""pending_team_review""}"
d5338b41-bcd1-58a3-a23c-9dcc0daf4212,RAG-SUB-review_correction_loop,short_answer,3,请说明在真实RAG项目中如何落实“审核与纠偏闭环”，至少给出三个实施要点。,每轮保存review_id、issue_type、affected_field、repair_action和retry_count；设置最大循环次数；连续失败转人工审核或降级到已有资源。,10,"[""41dd4738-030d-5383-97ff-2160eb66e5d4""]","{""origin_question_id"": ""q_review_correction_loop_standard"", ""review_status"": ""pending_team_review""}"
a601f613-d6b4-50c2-8b37-4f61c563d474,RAG-SUB-review_correction_loop,short_answer,4,某团队在“审核与纠偏闭环”环节出现质量下降。请列出至少两个常见根因，并说明何时不应继续增加该环节的复杂度。,常见根因：审核模型与生成模型使用同一提示可能形成共识偏差；无限重试会增加成本；只输出总分无法指导修复。 适用边界：确定性Schema、引用存在性和权限检查应在模型审核前执行。审核Agent只处理需要语义判断的部分。,10,"[""547fcd97-c1cb-5247-accf-02b3db9b7d18"", ""53c67631-d061-5699-87b6-1302ea856c0d""]","{""origin_question_id"": ""q_review_correction_loop_advanced"", ""review_status"": ""pending_team_review""}"
99f736fd-7473-5912-a753-898185de267d,RAG-SUB-prompt_injection_defense,single_choice,3,关于“提示词注入防护”，以下哪项描述最准确？,A,10,"[""fead8104-9c55-5a16-b8e5-5443249199bd""]","{""origin_question_id"": ""q_prompt_injection_defense_foundation"", ""review_status"": ""pending_team_review""}"
